22;0;0
0;76.85;51.2333333333333
0;122.96;81.9733333333333
0;169.07;112.713333333333
5;215.18;143.453333333333
2;261.29;174.193333333333
18;307.4;204.933333333333
5;307.4;204.933333333333
3;307.4;204.933333333333
0;307.4;204.933333333333
2;307.4;204.933333333333
1;307.4;204.933333333333
1;307.4;204.933333333333
1;307.4;204.933333333333
1;307.4;204.933333333333
0;268.975;179.316666666667
0;230.55;153.7
0;192.125;128.083333333333
0;153.7;102.466666666667
0;115.275;76.85
0;76.85;51.2333333333333
0;38.425;25.6166666666667
0;0;0
